,userID,itemID,Rating,Zip-code
668,8,1735,4,978229614
669,8,3267,5,978229204
670,8,3481,4,978228882
671,8,2396,5,978229524
672,8,2686,4,978230152
673,8,2688,3,978231429
674,8,345,3,978230943
675,8,2320,2,978231802
676,8,24,4,978230966
677,8,25,5,978229477
678,8,2324,3,978230483
679,8,349,4,978229347
680,8,562,5,978230184
681,8,2329,5,978229900
682,8,1810,2,978231031
683,8,2541,3,978231031
684,8,3418,3,978229138
685,8,1673,5,978230356
686,8,2908,3,978230052
687,8,1678,5,978230649
688,8,2692,5,978229138
689,8,1027,4,978232203
690,8,2699,5,978229347
691,8,282,3,978231802
692,8,36,4,978230013
693,9,2268,4,978226495
694,9,1466,4,978226248
695,9,1393,3,978226081
696,9,861,2,978226665
697,9,1682,4,978226302
698,9,3717,3,978225709
699,9,508,3,978226315
700,9,3793,4,978225581
701,9,720,4,978225898
702,9,367,3,978226678
703,9,47,5,978226093
704,9,3147,4,978226081
705,9,3148,3,978225827
706,9,1617,4,978225924
707,9,2278,4,978226665
708,9,223,4,978226165
709,9,150,3,978226041
710,9,3298,4,978225686
711,9,1,5,978225952
712,9,3006,3,978226041
713,9,2858,4,978225333
714,9,3948,3,978225177
715,9,50,4,978225333
716,9,1265,4,978226066
717,9,805,3,978226564
718,9,3510,3,978225570
719,9,377,3,978226150
720,9,1552,2,978225489
721,9,590,5,978226434
722,9,3513,3,978225730
723,9,2355,4,978226054
724,9,1912,3,978226343
725,9,593,5,978225314
726,9,2571,5,978225984
727,9,597,3,978226473
728,9,300,4,978226277
729,9,1777,4,978226291
730,9,162,4,978226023
731,9,524,4,978226599
732,9,3301,2,978225718
733,9,1343,3,978226261
734,9,527,5,978225303
735,9,3160,3,978225984
736,9,529,5,978226564
737,9,457,5,978226006
738,9,1704,4,978225924
739,9,745,4,978225898
740,9,3452,2,978225746
741,9,2294,4,978226678
742,9,1921,4,978226368
743,9,1639,4,978226109
744,9,1923,5,978226165
745,9,1784,3,978226109
746,9,1060,4,978226261
747,9,318,5,978225883
748,9,608,4,978225898
749,9,1356,3,978226644
750,9,1358,4,978226207
751,9,3178,3,978224908
752,9,3751,4,978224859
753,9,1210,4,978224893
754,9,3826,2,978225758
755,9,1213,4,978225314
756,9,3755,2,978225613
757,9,2599,2,978225952
758,9,2302,4,978226463
759,9,1500,4,978226123
760,9,2959,4,978226123
761,9,1148,4,978225333
762,9,2166,4,978226197
763,9,1721,5,978226248
764,9,3253,4,978226165
765,9,3255,4,978226216
766,9,1653,4,978226619
767,9,838,3,978226495
768,9,1584,5,978226233
769,9,1221,4,978224908
770,9,1223,4,978225968
771,9,2890,5,978226291
772,9,2028,5,978225908
773,9,3114,4,978225952
774,9,16,4,978226599
775,9,480,4,978226448
776,9,1089,4,978225968
777,9,912,4,978224879
778,9,1446,3,978226150
779,9,3408,4,978225570
780,9,3623,4,978225671
781,9,778,5,978226248
782,9,1669,3,978226150
783,9,3484,2,978225778
784,9,412,3,978226261
785,9,3916,3,978225153
786,9,994,4,978226328
787,9,1233,3,978225303
788,9,1307,4,978225429
789,9,25,4,978226041
790,9,2324,5,978226066
791,9,349,4,978226564
792,9,920,3,978225401
793,9,3270,3,978226448
794,9,2762,4,978225984
795,9,1961,5,978224859
796,9,2692,4,978225429
797,9,1310,3,978226006
798,9,428,3,978226580
799,10,2622,5,978228212
800,10,648,4,978224925
801,10,2628,3,978228408
802,10,3358,5,978226378
803,10,3359,3,978227125
804,10,1682,5,978226319
805,10,1756,4,978228655
806,10,1320,3,978230837
807,10,2124,3,978229208
808,10,2125,5,979167795
809,10,1250,3,978226572
810,10,2054,4,978229409
811,10,1252,3,979775409
812,10,1253,5,978226866
813,10,720,5,979775240
814,10,3868,3,978225997
815,10,1254,3,978226254
816,10,3869,3,978230562
817,10,1256,3,979168591
818,10,3500,5,978228153
819,10,1257,5,978227300
820,10,3501,5,978228911
821,10,2997,4,978226026
822,10,1259,3,979168564
823,10,653,4,978227051
824,10,1831,5,979776206
825,10,3363,5,978227696
826,10,586,3,978228747
827,10,587,5,978227028
828,10,3438,3,979168346
829,10,588,4,978225900
830,10,3439,2,978229894
831,10,589,4,978226128
832,10,1690,4,978230253
833,10,3296,4,978226103
834,10,223,2,978225900
835,10,150,5,978226319
836,10,2496,4,978227087
837,10,1,5,978226474
838,10,2497,4,978229979
839,10,2,5,979168267
840,10,2498,4,979776161
841,10,153,3,978229917
842,10,7,4,978227763
843,10,2133,4,978229171
844,10,2135,4,978224779
845,10,3948,4,978295480
846,10,2136,4,978230063
847,10,2137,4,978227842
848,10,1408,4,978227188
849,10,802,5,978226425
850,10,2138,3,978228848
851,10,1409,5,978229624
852,10,2067,3,979167600
853,10,1265,5,979167660
854,10,1339,5,979168036
855,10,1269,5,978226500
856,10,1196,5,979168108
857,10,590,5,978227646
858,10,1197,5,979167660
859,10,1198,5,978225630
860,10,2640,5,979168210
861,10,592,4,978227263
862,10,594,5,978226913
863,10,2716,4,978225952
864,10,595,5,980638533
865,10,2717,4,979775973
866,10,2571,5,979168108
867,10,596,4,978228174
868,10,3447,5,980638373
869,10,597,4,978224375
870,10,1918,3,978230230
871,10,2140,5,979168295
872,10,1411,4,978226287
873,10,2072,4,978230923
874,10,1270,4,978225735
875,10,1271,5,978226349
876,10,1345,3,978229295
877,10,2077,3,979775266
878,10,2078,4,978227646
879,10,1276,3,979168446
880,10,743,3,978224375
881,10,671,3,978228408
882,10,1278,5,978225922
883,10,745,5,979168564
884,10,3451,5,978226739
885,10,3525,2,978226500
886,10,1921,4,978227503
887,10,1923,5,978228288
888,10,1927,3,978225599
889,10,3386,4,978227379
890,10,2657,4,978224779
891,10,3388,3,978230736
892,10,1784,5,979168470
893,10,316,5,978227503
894,10,317,4,978228625
895,10,318,4,979775159
896,10,248,5,978229811
897,10,2080,4,978226866
898,10,2081,5,978228053
899,10,2082,3,978228754
900,10,1282,5,978224549
901,10,1356,5,978227871
902,10,1283,3,980638614
903,10,750,4,979775386
904,10,1357,5,978227625
905,10,2087,5,979775738
906,10,1286,5,979167906
907,10,1287,3,978227425
908,10,2804,5,978227003
909,10,3608,3,978228601
910,10,2662,4,978227529
911,10,3466,5,979168267
912,10,3100,3,978227105
913,10,2300,5,978225682
914,10,253,5,978228886
915,10,180,2,978226766
916,10,2599,5,979168618
917,10,2302,5,978227317
918,10,329,5,978229147
919,10,3034,4,980638330
920,10,3108,5,979168036
921,10,3035,3,978225997
922,10,186,3,978229938
923,10,2161,5,978228212
924,10,3037,5,978225682
925,10,2090,4,978228820
926,10,3039,4,978228053
927,10,2091,3,978230593
928,10,902,5,979167926
929,10,830,5,978229716
930,10,2093,4,978229624
931,10,1291,5,978225735
932,10,904,4,979775329
933,10,2094,4,978229097
934,10,1292,5,979775615
935,10,1293,4,978225682
936,10,2096,5,979775364
937,10,1294,4,978225952
938,10,765,4,978230330
939,10,3471,5,978226231
940,10,2746,5,978228307
941,10,1009,5,979168267
942,10,1947,5,978226805
943,10,1948,4,978224400
944,10,333,3,978228911
945,10,260,5,979168077
946,10,3114,4,978225759
947,10,2312,5,978224549
948,10,339,5,979167945
949,10,1513,3,978230230
950,10,2316,4,978229666
951,10,1441,5,978228451
952,10,1517,3,978227961
953,10,1371,4,978229517
954,10,2174,5,978227669
955,10,1372,4,978228288
956,10,912,3,978225708
957,10,913,3,978225900
958,10,1374,4,979168160
959,10,914,5,978226805
960,10,1375,4,978228212
961,10,915,5,978227215
962,10,1376,4,979168132
963,10,1377,3,978229894
964,10,916,5,979168424
965,10,918,5,978227215
966,10,919,5,978225561
967,10,1012,3,978227462
968,10,3481,4,978225050
969,10,2826,4,978230540
970,10,3629,3,978225428
971,10,1015,3,978230923
972,10,1016,5,978229171
973,10,1954,3,978225735
974,10,1019,4,978227763
975,10,1884,2,978229772
976,10,3489,4,979168295
977,10,1959,5,978230330
978,10,344,4,978229343
979,10,24,3,978230586
980,10,2321,4,978227336
981,10,275,4,979776321
982,10,2324,5,978226287
983,10,2252,5,980638688
984,10,277,3,978226147
985,10,1380,5,978229336
986,10,920,5,978227029
987,10,923,3,980638575
988,10,924,3,979168183
989,10,3701,3,978227871
990,10,3702,3,978226103
991,10,780,5,978228625
992,10,3703,2,978226805
993,10,1387,3,978225952
994,10,926,4,978226212
995,10,3704,2,978228364
996,10,1020,3,978228726
997,10,784,3,978230946
998,10,858,3,978224375
999,10,1022,5,979775689
1000,10,2762,5,978225541
1001,10,1023,5,979775485
1002,10,1961,5,979775330
1003,10,1025,4,978228074
1004,10,2693,5,980638633
1005,10,1028,5,978226068
1006,10,1967,5,978227442
1007,10,351,4,978229562
1008,10,32,5,979168160
1009,10,282,5,978229716
1010,10,356,5,978226833
1011,10,357,5,979167887
1012,10,2405,4,978230754
1013,10,2407,5,979168184
1014,10,2336,5,978226165
1015,10,3066,2,978226866
1016,10,2193,5,979168295
1017,10,932,2,979167985
1018,10,1394,3,979168401
1019,10,938,4,978229273
1020,10,1101,4,978228153
1021,10,1030,3,978230946
1022,10,2770,4,978230253
1023,10,1031,4,978228546
1024,10,1104,4,978227263
1025,10,1032,4,978228428
1026,10,2918,5,978225922
1027,10,1035,5,979775485
1028,10,435,4,978229498
1029,10,364,4,978226698
1030,10,292,4,978228798
1031,10,367,4,979168267
1032,10,3072,4,978228930
1033,10,368,4,978227003
1034,10,48,4,978230090
1035,10,1544,4,978224749
1036,10,1617,3,979775159
1037,10,943,4,978227166
1038,10,3723,4,978226896
1039,10,1042,5,978228601
1040,10,2858,3,978224627
1041,10,370,3,978229389
1042,10,2423,5,978228930
1043,10,3153,2,978229791
1044,10,2424,5,978229666
1045,10,3155,5,978224705
1046,10,2355,4,978226500
1047,10,3086,4,978227574
1048,10,3087,5,978226500
1049,10,953,5,978226474
1050,10,954,5,978225922
1051,10,3809,5,978228451
1052,10,3591,5,978228525
1053,10,2863,4,978226443
1054,10,1124,5,978229075
1055,10,3593,4,979776253
1056,10,2791,4,978224705
1057,10,1125,4,978229562
1058,10,520,4,978230923
1059,10,3668,4,979167795
1060,10,1127,4,979168108
1061,10,2795,3,979168510
1062,10,1129,4,979168210
1063,10,2797,5,979168267
1064,10,1059,5,979168008
1065,10,2501,5,978226402
1066,10,527,4,979775615
1067,10,2431,5,978229147
1068,10,62,5,978227051
1069,10,1704,5,980638575
1070,10,3309,3,979775054
1071,10,1633,4,978229266
1072,10,2436,5,978229227
1073,10,2291,4,978226896
1074,10,3095,4,978226212
1075,10,2294,4,978227625
1076,10,3097,5,978226951
1077,10,1566,3,978230330
1078,10,1639,2,979167795
1079,10,3099,3,978230170
1080,10,3812,4,978229959
1081,10,2000,5,978226319
1082,10,963,5,978227669
1083,10,2001,4,978227669
1084,10,1200,5,979168160
1085,10,2002,4,978229562
1086,10,1201,2,978225853
1087,10,2003,4,978227807
1088,10,3671,4,978226287
1089,10,1203,3,979775159
